FCLTY_NM,FCLTY_SDIV_CD,FCLTY_FLAG_NM,INDUTY_CD,INDUTY_NM,FCLTY_TY_CD,FCLTY_TY_NM,POSESN_MBY_CD,POSESN_MBY_NM,POSESN_MBY_CTPRVN_CD,POSESN_MBY_CTPRVN_NM,POSESN_MBY_SIGNGU_CD,POSESN_MBY_SIGNGU_NM,RSPNSBLTY_DEPT_NM,RSPNSBLTY_TEL_NO,ROAD_NM_CTPRVN_CD,ROAD_NM_CTPRVN_NM,ROAD_NM_SIGNGU_CD,ROAD_NM_SIGNGU_NM,ROAD_NM_EMD_CD,ROAD_NM_EMD_NM,ROAD_NM_LI_CD,ROAD_NM_LI_NM,RDNMADR_NM,FCLTY_LO,FCLTY_LA,FCLTY_AR_CO,ACMD_NMPR_CO,ADTM_CO,FCLTY_HMPG_URL,NATION_ALSFC_AT,FCLTY_STATE_CD,DEL_AT
"(게이트볼장-23) 쌍벽루국민체육센터","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833010400","북부동",,,"경상남도 양산시 양산대로 849(북부동)","129.035498354745","35.3485599170808","600",,,,"N","00","N"
"(공원 시설- 동부마을 공원)미상-하북) 하북 순지 동네체육시설(7)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시","하북면",,"4800000000","경상남도","4833000000","양산시","4833034021","순지리",,,"경상남도 양산시 하북면 통도3길 10","129.088109904851","35.4935491033026",,,,,"N","00","Y"
"(공원)아파트내","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4715000000","김천시","스포츠산업과","054-420-8044","4700000000","경상북도","4715000000","김천시",,,,,,,,,,,,"N","00","N"
"(공원-001) 범어근린공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시","물금읍","055-392-7016","4800000000","경상남도","4833000000","양산시","4833025324","범어리",,,"경상남도 양산시 물금읍 서남5길 33-1","129.000293994884","35.3296750159268",,,,,"N","00","Y"
"(공원-02) 음악분수공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025324","범어리",,,"경상남도 양산시 물금읍 메기로 399","129.018079082487","35.3276412944204",,,,,"N","00","Y"
"(공원-03) 워터파크 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025324","범어리",,,"경상남도 양산시 물금읍 신주2길 25","129.021081847972","35.3371773345538",,,,,"N","00","Y"
"(공원-04) 동새들천공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025324","범어리",,,"경상남도 양산시 물금읍 신주1길 51","129.018390073712","35.3374710412127",,,,,"N","00","Y"
"(공원-05) 디자인공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025323","가촌리",,,"경상남도 양산시 물금읍 부산대학로 16","129.000754588024","35.3247035807424",,,,,"N","00","Y"
"(공원-06) 구두공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025323","가촌리",,,,"129.002477833516","35.3099287683455",,,,,"N","00","Y"
"(공원-066) 서일동어린이공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833010300","중부동",,,"경남 양산시 중부동 604-1","129.035450969285","35.3404827842247",,,,,"N","00","Y"
"(공원-07) 증산역공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025322","증산리",,,"경상남도 양산시 물금읍 메기로 118","129.00954288448","35.3038613076328",,,,,"N","00","Y"
"(공원-08) 물금남부공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025321","물금리",,,,"128.994144422697","35.3073913603335",,,,,"N","00","Y"
"(공원-09) 신기공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025323","가촌리",,,,"128.995663028006","35.314343576471",,,,,"N","00","Y"
"(공원-10) 메기들공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025323","가촌리",,,,"129.007723538468","35.3125286312426",,,,,"N","00","Y"
"(공원-100) 하북주민쉼터 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833034021","순지리",,,,"129.089762473093","35.4916398585397",,,,,"N","00","Y"
"(공원-101) 초산리 도로변 공한지 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833034023","초산리",,,,"129.087220081497","35.4829495619645",,,,,"N","00","Y"
"(공원-102) 가산리 도로변 공한지 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833031028","가산리",,,"경상남도 양산시 동면 호포새동네길 5","129.01669747212","35.286587288822",,,,,"N","00","Y"
"(공원-11) 수학체험공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025324","범어리",,,,"129.007081540659","35.3190652515194",,,,,"N","00","Y"
"(공원-12) 봉수대공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833033021","석계리",,,"경상남도 양산시 상북면 석계산단1길 86","129.070534257472","35.4143804772359",,,,,"N","00","Y"
"(공원-13) 금산근린공원 야외운동시서","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833031027","금산리",,,"경상남도 양산시 동면 금오1길 8","129.026128995352","35.3085773690638",,,,,"N","00","Y"
"(공원-14) 석산근린공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833031026","석산리",,,"경상남도 양산시 동면 금오13길 46-26","129.025527217505","35.3207342109414",,,,,"N","00","Y"
"(공원-15) 삽량근린공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833010200","남부동",,,"경상남도 양산시 양주로 77(남부동)","129.031134685041","35.3320174318251",,,,,"N","00","Y"
"(공원-16) 양주근린공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833010300","중부동",,,"경상남도 양산시 양주3길 36(중부동)","129.032785905191","35.3420287719053",,,,,"N","00","Y"
"(공원-17) 북정근린공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833010700","북정동",,,"경상남도 양산시 북정로 129(북정동)","129.049892173948","35.3632207657704",,,,,"N","00","Y"
"(공원-18) 부부총공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833010700","북정동",,,,"129.054062681771","35.3562519906717",,,,,"N","00","Y"
"(공원-19) 산막근린공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833010800","산막동",,,"경상남도 양산시 산막공단북9길 60-42(산막동)","129.064856025455","35.3741368213015",,,,,"N","00","Y"
"(공원-20) 범실근린공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833010900","호계동",,,,"129.067728546953","35.3664896870208",,,,,"N","00","Y"
"(공원-21) 어곡근로자근린공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833011200","어곡동",,,,"129.021791040653","35.3792501204805",,,,,"N","00","Y"
"(공원-22) 어곡산업단지근린공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833011200","어곡동",,,"경상남도 양산시 어곡공단3길 50(어곡동)","129.016289334572","35.379751659693",,,,,"N","00","Y"
"(공원-23) 춘추공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833011000","교동",,,,"129.020198652007","35.3559627734496",,,,,"N","00","Y"
"(공원-24) 오봉산어린이공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025324","범어리",,,,"129.007010085866","35.3348042122008",,,,,"N","00","Y"
"(공원-25) 주산지어린이공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025324","범어리",,,,"129.002831058131","35.3352083226606",,,,,"N","00","Y"
"(공원-26) 범어어린이공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025324","범어리",,,,"129.001555349295","35.3325136628394",,,,,"N","00","Y"
"(공원-27) 신동중어린이공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025324","범어리",,,,"128.998514219679","35.331755570625",,,,,"N","00","Y"
"(공원-28) 서남어린이공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025324","범어리",,,,"128.997761218225","35.3285187394944",,,,,"N","00","Y"
"(공원-29) 가촌신기어린이공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025323","가촌리",,,,"128.993397917375","35.3200692152059",,,,,"N","00","Y"
"(공원-30) 새터어린이공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025323","가촌리",,,"경상남도 양산시 물금읍 가촌서7길 19","128.991801262514","35.3202864917861",,,,,"N","00","Y"
"(공원-31) 가촌어린이공원 야외운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4833000000","양산시",,,"4800000000","경상남도","4833000000","양산시","4833025323","가촌리",,,,"128.993851958392","35.323357603564",,,,,"N","00","Y"
